%% LaTeX2e file `data.dat'
%% generated by the `filecontents' environment
%% from source `dissertation' on 2014/04/26.
%%
a b c d e f g h
0 0 0 0 0 27.99 3500 0
5.215 7 31.261002 15.094717  3500 27.99 3500 27.99
6.414 7 60.902 19.105244
9.022 7 90.228996 19.10527
9.135 7 120.320999 22.976607
10.721 7 151.761993 27.140421
12.149 7 184.912994 22.893248
17.468 7 218.873993 22.07391
17.556 7 254.303009 22.828935
17.629999 7 291.924011 23.645366
20.441999 7 330.677002 24.311918
21.146999 7 371.444 24.311918
22.165001 7 416.319 26.649654
22.271 7 464.31601 27.429894
23.767 7 518.906006 27.429894
24.483999 7 569.281982 27.739345
25.183001 7 621.880981 27.615823
25.775999 7 680.329041 27.250725
25.886 7 741.445007 27.840851
26.080999 7 802.234985 27.148943
26.709999 13 865.580994 27.182579
26.771999 13 932.15802 27.704818
26.959999 17.319771 1005.679993 27.321578
27.201 17.319771 1086.596069 27.71119
30.58 17.319771 1163.189087 27.940605
30.923 17.319771 1244.552002 27.921593
31.951 17.319771 1341.045044 27.610104
32.008999 17.319771 1435.526978 27.919134
32.949001 17.319771 1537.971924 27.182084
33.133999 17.319771 1640.754028 27.535916
34.431 17.319771 1749.439941 27.536886
34.773998 17.319771 1865.084961 27.378717
34.834 17.319771 1982.332031 27.650268
36.011002 17.319771 2103.302002 27.368844
37.271999 17.319771 2231.157959 27.906107
39.213001 17.319771 2362.587891 27.335561
39.627998 17.319771 2490.022949 27.86676
43.209999 17.319771 2629.313965 27.651825
43.470001 17.319771 2770.828857 27.431928
43.823002 17.319771 2920.779053 27.431928
44.563 17.319771 3071.5 27.431928
44.619999 17.319771 3227.51001 27.431928
45.324001 17.319771 3399.604004 27.99132
45.389 17.319771
45.457001 17.319771
47.953999 17.319868
48.014999 17.319868
48.799 17.319868
48.855999 17.319868
49.459 17.319868
50.571999 17.319868
51.292999 17.319868
51.539001 17.319868
52.023998 17.319868
55.383999 17.319868
56.009998 18.25359
56.132 18.25359
58.824001 18.25359
59.063 18.25359
59.686001 18.25359
60.973999 18.25359
61.970001 27.372338
62.085999 27.372338
67.675003 27.372341
70.528 27.372341
74.498001 27.372341
75.097 27.373927
75.814003 27.373927
75.894997 27.374
77.392998 27.374
79.167 27.374
81.098 27.374
81.399002 27.374
83.089996 27.374
83.204002 27.374
83.309998 27.374
84.041 27.374
87.849998 27.417114
89.578003 27.069083
89.976997 27.493499
90.785004 27.493317
90.864998 27.493317
91.540001 27.493313
91.904999 27.493313
93.735001 27.493693
96.262001 27.535502
96.332001 27.535502
96.695 27.535502
100.563004 27.535502
100.886002 27.535502
101.322998 27.535502
102.389 27.535097
103.074997 27.535227
106.283997 27.084255
109.688004 27.360055
110.069 27.360055
110.404999 27.360055
111.401001 27.360055
111.802002 27.360055
112.954002 27.360055
115.510002 27.360055
116.295998 27.360055
116.440002 27.360055
119.925003 27.575504
120.720001 27.738019
124.549004 27.928335
124.841003 27.928335
125.055 27.928335
125.203003 27.928335
125.568001 27.928335
125.625 27.928335
130.149002 27.981491
131.914993 27.919683
134.604996 27.919683
135.192001 27.844016
135.315002 27.844016
135.496002 27.844016
139.322998 27.844016
139.427994 27.844016
145.748993 27.844016
145.895004 27.844016
151.283997 27.844016
156.259995 27.844016
160.330002 27.945811
160.682007 27.945811
160.860001 27.945811
164.397995 27.940644
164.464005 27.940644
164.623001 27.940644
164.938004 27.940644
165.106003 27.940644
165.792999 27.940644
170.348007 27.945171
171.639008 27.945171
178.516998 27.91403
191.606003 27.91403
191.785004 27.91403
196.289993 27.91403
199.141998 27.930084
202.384003 27.930084
202.826004 27.930084
202.919006 27.930084
205.296005 27.930084
212.990997 27.930084
217.656006 27.930084
219.501007 27.930084
233.339005 27.930084
249.112 27.930084
250.738007 27.930084
250.794998 27.930084
255.720001 27.930084
263 27.930084
263.34201 27.930084
263.614014 27.930084
273.286987 27.930084
277.126007 27.930084
277.203003 27.930084
277.605011 27.933068
283.580994 27.933068
296.061005 27.933068
306.69101 27.933068
310.354004 27.933068
318.44101 27.933068
320.255005 27.933068
321.157013 27.933068
321.700012 27.933068
321.941986 27.933068
322.078003 27.934698
322.912994 27.934698
332.03299 27.934698
338.834015 27.934698
338.903015 27.934698
340.708008 27.934698
340.877014 27.950286
354.384003 27.950286
354.459991 27.950286
362.644012 27.950286
371.123993 27.950286
371.375 27.950286
379.88501 27.950286
384.619995 27.950286
394.36499 27.986559
407.100006 27.986559
407.940002 27.986559
412.709015 27.986559
420.131989 27.986559
432.546997 27.986559
432.673004 27.986559
433.075989 27.986559
440.769989 27.986559
440.901001 27.986559
456.673004 27.986559
458.161011 27.986559
467.721985 27.986559
468.839996 27.986559
498.631012 27.986559
498.877991 27.986559
507.074005 27.986559
529.937988 27.986559
543.669006 27.986559
550.661987 27.986559
562.653015 27.986559
564.314026 27.986559
570.039978 27.986559
586.422974 27.986559
604.356018 27.986559
622.836975 27.988391
622.911011 27.988391
624.599976 27.99272
